"","ESP_CAT_0_10","ESP_CAT_0_10_CEC","ESP_CAT_0_10_Cs","ESP_CAT_0_10_CUP","ESP_CAT_0_10_ERC","ESP_CAT_0_10_JXCAT","ESP_CAT_0_10_PPC","ESP_CAT_0_10_PSC","ESP_CAT_0_10_VOX","IDEOL_0_10","IDEOL_0_10_CEC","IDEOL_0_10_Cs","IDEOL_0_10_CUP","IDEOL_0_10_ERC","IDEOL_0_10_JXCAT","IDEOL_0_10_PPC","IDEOL_0_10_PSC","IDEOL_0_10_VOX","RISCOS","SIMPATIA_CEC_0_10","SIMPATIA_CONTRARIS_FEMINISME_0_10","SIMPATIA_Cs_0_10","SIMPATIA_CUP_0_10","SIMPATIA_DRETES_0_10","SIMPATIA_ERC_0_10","SIMPATIA_ESQUERRES_0_10","SIMPATIA_FEMINISTES_0_10","SIMPATIA_INDEPENDENTISTES_0_10","SIMPATIA_JXCAT_0_10","SIMPATIA_PP_0_10","SIMPATIA_PSC_0_10","SIMPATIA_UNIONISTES_0_10","SIMPATIA_VOTANTS_CEC_0_10","SIMPATIA_VOTANTS_Cs_0_10","SIMPATIA_VOTANTS_CUP_0_10","SIMPATIA_VOTANTS_ERC_0_10","SIMPATIA_VOTANTS_JXCAT_0_10","SIMPATIA_VOTANTS_PP_0_10","SIMPATIA_VOTANTS_PSC_0_10","SIMPATIA_VOTANTS_VOX_0_10","SIMPATIA_VOX_0_10","VAL_C_PUIGDEMONT","VAL_GOV_CAT","VAL_GOV_ESP","VAL_I_ARRIMADAS","VAL_O_JUNQUERAS","Clusters"
"763",5,6,0,5,8,6,8,7,0,0,6,0,5,8,5,0,7,0,8,6,0,0,6,0,8,8,6,8,6,0,7,7,5,0,6,8,7,4,7,0,0,5,6,6,0,8,"2"
"764",0,7,6,7,10,7,2,2,0,5,5,5,5,5,5,5,5,5,6,0,5,0,0,0,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,5,0,"1"
"765",9,7,0,8,9,8,1,5,0,3,3,9,4,2,2,9,5,10,5,6,1,2,3,1,8,5,8,9,8,2,5,2,7,1,5,6,8,1,4,1,0,10,5,5,1,9,"3"
"766",0,5,5,8,6,10,3,0,3,1,10,5,8,2,0,8,1,10,8,0,4,0,0,0,3,10,6,5,0,0,8,5,5,5,5,5,5,5,10,5,0,4,3,2,4,4,"2"
"767",10,2,0,10,8,5,0,0,0,3,5,8,2,5,6,9,8,10,5,0,0,0,8,0,6,10,10,10,3,0,0,0,1,0,8,6,5,0,0,0,0,9,1,1,1,6,"3"
"768",6,8,4,10,10,10,2,5,0,2,2,8,2,1,4,8,4,10,8,5,0,2,4,5,7,5,9,5,5,2,5,5,6,3,5,6,5,3,5,2,1,2,5,4,3,6,"2"
"769",5,8,4,8,9,9,2,6,1,6,5,6,4,3,5,8,4,8,6,2,0,1,2,2,5,5,5,7,2,0,7,3,5,5,5,5,5,5,5,5,0,4,4,6,4,4,"2"
"770",5,6,0,8,8,8,2,6,0,3,4,9,2,5,8,8,4,10,7,8,0,0,7,2,5,8,10,5,5,0,6,3,8,0,6,7,4,2,7,0,0,3,4,4,0,6,"3"
"771",8,6,2,10,10,8,0,6,0,4,3,7,2,4,6,7,4,9,4,6,0,0,5,4,7,8,9,7,5,2,5,4,7,2,6,7,5,2,5,2,0,4,5,5,0,6,"3"
"772",5,2,0,10,10,10,0,2,0,6,3,10,5,1,9,10,2,10,6,7,0,6,6,2,4,8,8,6,5,0,4,3,5,4,2,4,4,0,5,0,0,4,4,3,6,4,"2"
"773",0,10,2,10,10,10,0,2,3,9,2,7,0,0,0,10,3,6,6,0,5,5,0,10,0,4,5,0,0,10,0,10,0,8,0,0,0,10,5,4,5,0,2,4,9,0,"1"
"774",10,7,0,8,9,7,0,4,0,4,3,8,2,3,4,10,3,10,6,7,5,0,7,5,7,5,5,5,7,0,3,5,5,5,5,5,5,5,5,0,0,7,6,6,4,9,"3"
"775",9,8,2,9,8,7,1,5,0,2,2,8,1,3,5,9,5,10,4,7,7,2,6,0,7,9,9,10,6,1,6,0,7,2,7,8,6,1,5,0,0,7,7,6,0,8,"3"
"776",5,10,10,10,10,10,6,10,0,6,0,0,0,0,4,5,0,5,6,0,5,0,0,3,0,2,0,0,0,0,1,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,"1"
"777",4,6,1,9,9,9,0,2,0,4,6,8,3,7,9,8,7,10,7,7,0,1,4,4,4,7,9,5,1,1,3,4,8,4,5,5,3,1,5,0,0,0,8,8,4,4,"2"
"778",5,6,2,9,8,8,1,6,0,6,4,6,1,4,4,8,5,10,7,4,2,3,0,5,4,5,5,2,4,2,4,3,5,5,5,5,5,5,5,5,2,0,5,5,2,7,"2"
"779",6,8,4,10,9,8,3,8,2,5,1,7,0,3,8,8,5,10,4,0,4,4,0,4,4,3,5,0,2,4,8,8,3,4,0,5,4,4,9,3,0,2,4,4,3,4,"1"
"780",5,6,1,10,8,8,1,3,0,2,3,9,2,5,8,8,6,10,7,7,0,0,6,0,4,9,8,2,0,0,4,0,8,1,6,5,2,2,5,0,0,2,2,4,0,6,"3"
"781",5,8,0,10,10,8,0,5,0,5,3,8,0,3,3,10,5,10,8,0,0,0,5,10,2,10,10,10,2,0,3,10,10,10,10,10,10,10,10,10,0,0,0,0,0,3,"2"
"782",6,6,0,10,9,9,0,5,0,3,4,9,0,2,1,10,4,10,0,2,0,0,4,0,5,10,10,10,3,0,5,0,10,0,7,9,9,0,7,0,0,5,4,4,0,6,"3"
"783",5,2,5,8,10,3,0,6,0,3,5,5,3,0,5,9,3,10,7,4,0,0,4,0,4,8,8,4,3,0,5,5,5,0,5,6,5,0,8,0,0,0,5,6,0,7,"2"
"784",8,5,1,8,7,7,1,2,1,5,4,10,2,4,5,10,5,10,7,6,0,0,5,5,7,8,9,8,6,0,5,5,6,0,6,8,6,2,6,0,0,8,7,6,0,9,"3"
"785",5,6,2,9,8,8,2,2,0,5,7,8,4,6,9,8,7,10,6,3,4,1,5,6,2,7,7,6,2,2,2,5,6,2,6,4,2,3,4,1,1,2,3,2,3,3,"2"
"786",0,8,2,9,9,9,1,4,2,6,1,7,0,1,7,8,1,8,10,0,2,0,0,8,4,2,2,0,3,5,8,6,1,1,0,1,3,5,8,2,0,0,2,3,2,1,"1"
"787",10,3,0,8,8,9,0,0,0,8,3,5,0,6,7,10,9,10,7,1,2,0,3,6,6,5,9,10,9,0,0,4,5,0,5,5,9,2,2,0,0,9,5,3,0,5,"3"
"788",8,3,0,8,7,7,1,3,0,5,3,9,0,4,7,8,5,10,4,4,1,0,4,5,6,6,8,7,6,2,5,4,4,2,3,6,6,3,4,0,0,7,5,5,0,6,"3"
"789",5,7,4,10,7,6,2,4,0,5,3,10,0,4,3,5,5,10,0,0,0,0,0,3,4,5,4,0,0,0,6,3,0,0,0,0,0,0,10,0,0,0,5,5,5,4,"2"
"790",7,9,2,9,9,9,1,6,0,4,5,8,2,3,4,9,5,10,5,5,0,3,5,1,8,7,9,6,7,4,7,4,8,6,8,9,8,6,8,0,0,5,3,6,5,5,"2"
"791",7,5,0,8,8,6,0,3,0,3,6,9,3,4,8,10,7,10,8,7,0,0,5,0,5,10,10,10,8,0,3,0,10,0,10,10,10,0,5,0,0,8,4,0,1,4,"3"
"792",5,5,5,10,10,10,0,3,0,5,5,5,0,5,5,10,5,10,7,0,0,0,0,5,0,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,"1"
"793",2,5,3,10,8,8,2,4,0,5,3,5,2,3,6,7,5,8,0,5,2,5,0,1,0,5,7,0,0,0,7,7,5,6,4,5,4,4,7,2,0,0,2,7,5,0,"2"
"794",5,8,5,8,6,6,2,4,0,5,7,6,2,4,5,8,5,10,5,4,4,7,3,5,5,5,6,4,5,5,5,10,3,8,3,5,4,5,5,3,4,4,5,5,7,5,"2"
"795",5,6,5,7,6,6,3,5,1,5,4,5,1,7,8,8,5,8,3,4,0,7,3,4,4,6,4,0,3,4,3,8,3,7,3,3,3,3,3,3,3,2,3,3,6,3,"1"
"796",8,6,3,9,9,7,1,3,0,4,3,7,2,3,7,9,5,10,7,4,1,0,3,2,4,7,2,5,4,0,4,5,4,2,4,4,4,1,4,2,0,4,0,0,0,4,"2"
"797",5,6,1,10,9,8,1,2,0,2,2,8,2,4,8,8,5,9,8,6,3,3,6,5,5,10,10,5,3,3,6,5,7,6,7,7,6,6,6,5,0,3,6,6,3,5,"2"
"798",5,5,0,10,10,10,0,0,0,3,4,7,1,3,8,8,6,10,6,5,1,0,1,5,6,5,10,5,1,1,2,5,5,5,5,5,5,5,5,5,0,2,1,2,2,3,"2"
"799",6,3,4,9,4,6,2,6,0,3,1,7,1,1,8,8,4,9,6,3,0,3,4,3,6,6,7,5,9,1,7,8,3,2,3,5,6,1,7,0,0,9,7,7,8,8,"2"
"800",5,5,0,10,7,7,0,3,0,5,5,10,5,5,5,10,5,10,4,3,5,0,3,5,3,5,5,5,3,0,3,5,5,5,5,5,5,5,5,5,0,5,3,3,0,3,"2"
"801",0,10,1,0,9,8,1,0,0,9,2,0,0,0,0,3,2,10,4,2,0,3,1,10,1,0,10,0,3,3,3,10,0,0,0,0,0,2,1,10,10,0,3,3,2,0,"1"
"802",9,5,1,9,8,9,1,4,0,2,5,10,0,2,2,9,5,10,5,5,0,0,7,0,8,9,6,9,10,0,5,0,5,0,8,9,10,2,5,0,0,10,5,5,0,8,"3"
"803",5,5,0,10,9,8,0,5,0,5,3,10,9,0,5,10,8,10,0,10,0,0,0,0,6,10,8,0,0,0,7,10,5,0,0,5,0,0,0,0,0,1,0,0,7,7,"2"
"804",0,8,4,10,10,10,4,7,1,6,2,4,1,5,7,6,3,7,5,0,10,2,0,5,0,5,0,0,0,1,0,10,0,5,0,0,2,4,0,7,5,0,1,1,5,0,"1"
"805",5,5,0,10,7,9,1,2,0,5,5,9,0,3,1,7,3,10,6,4,0,0,0,4,8,6,7,5,0,4,8,8,5,2,0,6,2,5,7,0,0,0,5,5,0,7,"2"
"806",10,3,0,9,6,9,0,2,0,7,4,10,2,5,7,9,8,10,7,1,1,0,7,5,4,7,8,8,9,0,1,4,3,0,7,8,9,2,3,0,0,7,3,2,0,3,"3"
"807",2,10,4,10,10,10,2,4,0,6,0,6,0,2,0,8,4,10,5,0,0,0,0,8,0,3,5,5,0,6,4,10,0,5,0,0,0,8,5,0,0,0,3,3,5,3,"1"
"808",8,5,0,10,10,7,0,2,0,3,3,9,0,1,5,8,5,10,10,5,0,0,2,5,5,9,8,7,2,0,3,5,5,0,6,6,4,4,5,0,0,5,3,2,0,7,"3"
"809",0,9,1,9,9,9,0,4,0,8,1,5,2,1,2,6,3,7,5,0,5,5,0,10,0,2,5,0,0,6,0,10,0,5,0,0,0,7,3,10,10,0,1,1,7,1,"1"
"810",10,7,1,8,10,8,1,5,0,2,2,9,1,2,5,8,6,10,5,7,0,0,6,3,8,10,10,8,4,2,5,3,7,0,7,9,4,4,4,0,0,6,7,6,0,8,"3"
"811",5,7,3,9,9,9,2,6,0,2,3,5,1,2,2,8,4,10,4,5,0,2,1,3,3,10,10,7,3,1,7,7,6,4,3,3,4,4,7,0,0,1,3,3,3,2,"2"
"812",3,5,2,10,8,10,0,4,0,3,3,7,2,3,8,7,3,10,7,8,3,4,3,6,6,8,8,5,3,4,8,8,7,4,3,4,3,6,7,3,0,1,6,7,5,7,"2"
"813",9,5,0,9,9,6,0,3,0,2,6,10,0,2,7,10,9,10,7,5,0,0,9,1,10,8,10,8,5,0,0,2,6,1,9,10,7,2,4,0,0,7,5,3,0,10,"3"
"814",9,6,2,6,8,7,2,2,0,3,7,10,6,3,6,10,9,10,7,6,2,0,4,3,8,7,4,7,7,0,2,2,7,3,6,8,6,2,2,0,0,4,3,3,2,7,"3"
"815",6,10,1,10,10,7,0,2,0,5,3,10,10,2,3,10,4,10,8,4,0,4,4,2,6,8,7,4,4,0,6,4,2,3,3,7,6,0,7,0,0,3,6,6,4,7,"2"
"816",5,8,5,10,10,10,0,4,0,3,2,3,0,0,0,8,3,10,5,7,5,0,3,0,5,5,5,5,5,2,8,5,5,0,5,5,5,5,10,0,0,0,7,6,0,0,"2"
"817",5,3,2,10,8,8,0,4,0,2,5,8,0,2,4,5,6,10,5,1,2,2,1,3,9,9,5,9,5,2,5,3,3,3,2,9,3,2,5,1,2,6,5,5,0,9,"3"
"818",0,6,5,3,6,6,5,5,4,6,3,4,4,3,5,3,4,3,5,4,5,4,4,5,4,2,5,2,5,4,5,8,4,4,4,3,4,4,5,3,4,2,5,6,5,5,"1"
"819",5,10,5,10,10,10,1,2,0,8,2,6,0,0,3,8,4,10,2,0,5,3,0,7,0,3,4,3,0,8,3,8,2,5,2,2,3,8,4,6,4,3,3,3,6,6,"1"
"820",10,5,0,9,9,9,0,4,0,1,3,10,2,2,4,9,7,10,9,4,0,0,8,0,9,6,10,10,6,1,3,0,6,0,8,10,7,0,2,0,0,7,7,3,0,10,"3"
"821",3,7,2,7,7,7,1,4,0,5,3,8,2,3,3,7,6,9,5,0,5,0,0,5,0,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,2,0,6,7,4,"1"
"822",6,6,0,10,9,10,1,2,0,4,4,9,2,3,7,9,6,10,7,7,0,4,6,0,8,7,9,5,7,4,6,4,8,1,7,7,7,4,7,1,0,7,8,6,0,8,"3"
"823",10,5,0,9,8,9,0,3,0,7,3,8,2,6,7,9,5,10,7,0,0,0,6,7,8,5,6,10,9,0,0,0,0,0,5,8,8,0,0,0,0,9,4,1,0,8,"3"
"824",8,6,0,10,8,7,0,1,0,2,5,10,0,4,8,10,8,10,9,7,0,0,5,0,8,10,7,10,0,0,0,0,10,0,10,10,5,0,4,0,0,5,6,6,0,8,"3"
"825",8,8,0,8,8,7,0,0,0,2,2,10,0,0,2,10,8,10,8,7,2,0,7,3,8,7,8,7,6,0,2,1,7,0,7,7,6,0,5,0,0,7,5,4,0,8,"3"
"826",9,3,10,4,3,3,10,9,10,4,2,10,2,2,3,10,6,10,5,6,0,2,8,2,8,10,8,10,8,2,3,2,8,0,8,8,8,3,4,0,0,10,7,5,0,8,"3"
"827",7,6,0,10,10,9,1,5,0,3,3,8,1,5,9,8,7,10,7,8,0,2,4,2,4,7,10,5,2,2,6,4,7,2,5,5,4,2,5,0,0,3,3,5,2,5,"2"
"828",5,5,0,10,8,8,0,2,0,2,3,8,0,4,7,8,5,10,7,2,3,0,7,2,5,8,5,5,2,0,0,5,3,0,7,6,2,1,5,0,0,2,5,2,0,5,"3"
"829",5,5,7,10,10,10,3,5,0,5,0,5,3,0,0,3,5,10,0,4,0,3,0,2,0,5,8,0,0,2,5,5,5,2,2,3,3,4,5,0,0,0,0,3,0,0,"1"
"830",0,1,1,1,1,1,1,3,1,4,2,0,0,0,0,4,3,0,10,0,0,0,0,0,0,5,7,0,0,1,3,8,0,0,0,2,0,1,2,0,0,0,4,5,0,0,"1"
"831",2,5,2,10,5,1,9,6,10,9,5,1,9,4,3,7,5,9,6,5,0,8,2,0,7,6,10,3,5,2,6,3,6,8,2,3,6,2,8,0,0,0,6,6,3,9,"2"
"832",10,2,0,8,8,8,0,0,0,2,6,10,2,5,7,9,8,10,5,3,1,0,8,1,4,9,9,5,1,0,0,0,2,0,7,4,2,0,1,0,0,4,4,1,3,5,"3"
"833",9,5,0,8,8,8,1,3,0,2,5,10,3,5,5,9,6,10,5,4,1,0,5,2,7,9,8,9,6,2,5,5,4,2,5,8,7,1,5,0,0,5,5,3,0,8,"3"
"834",5,5,2,8,10,7,2,3,0,6,5,5,5,5,5,5,5,5,7,3,3,0,3,5,5,5,6,5,6,2,4,5,5,2,5,5,5,5,5,3,0,6,3,3,2,7,"2"
"835",10,3,2,5,8,6,0,1,0,5,6,5,5,5,5,5,5,5,0,0,5,0,0,5,8,5,5,10,4,0,0,0,0,0,0,10,6,0,0,0,0,7,2,0,0,8,"3"
"836",10,6,0,9,8,9,0,5,0,1,4,9,1,4,5,9,5,10,9,6,0,0,5,0,5,10,10,6,5,0,5,0,6,0,6,6,6,0,6,0,0,5,3,5,0,5,"3"
"837",6,4,1,10,9,8,1,4,0,3,6,9,0,2,4,9,6,10,5,0,1,0,0,0,7,7,7,7,5,0,0,0,2,0,1,7,6,0,2,0,0,5,5,4,1,8,"3"
"838",10,3,0,10,8,10,0,3,0,3,3,10,1,3,4,10,8,10,8,5,0,0,7,0,8,10,10,10,8,0,0,0,7,0,10,10,10,0,1,0,0,7,5,2,0,6,"3"
"839",9,7,2,6,9,9,1,4,0,2,7,9,4,2,3,10,6,10,5,6,0,0,6,1,8,9,8,10,10,0,6,2,6,0,8,9,10,2,6,0,0,10,7,8,0,8,"3"
"840",8,8,0,8,8,9,0,0,0,5,4,9,4,4,8,9,6,10,5,3,0,0,3,3,0,8,7,9,8,0,0,2,9,0,9,9,9,0,8,0,0,7,0,0,0,0,"3"
"841",5,6,3,10,6,8,0,5,0,5,1,8,0,0,6,10,5,10,5,4,0,5,0,8,4,10,10,8,4,2,10,9,8,7,3,9,7,6,10,0,0,0,3,7,5,5,"2"
"842",6,7,2,10,9,9,2,5,0,5,1,3,3,1,8,8,8,10,4,5,0,0,0,0,5,8,5,5,0,0,8,5,8,0,0,8,5,0,10,0,0,3,0,5,0,10,"2"
"843",5,6,0,9,6,4,0,5,0,3,3,9,2,5,7,8,4,10,8,7,0,0,2,3,5,8,7,3,5,3,8,5,7,0,2,5,5,1,7,0,0,1,3,6,3,7,"2"
"844",5,6,0,5,6,6,0,2,0,5,4,10,4,4,3,10,3,10,0,8,0,0,9,3,9,10,10,10,3,0,2,5,8,0,7,8,3,0,2,0,0,5,6,3,0,5,"3"
"845",8,7,0,10,9,9,0,0,0,4,3,9,2,4,5,9,5,10,6,5,0,0,3,1,4,3,4,9,5,2,4,0,5,0,7,7,7,2,5,0,0,6,4,5,0,3,"3"
"846",9,6,2,1,5,8,3,8,1,6,3,9,1,6,6,9,5,10,7,4,2,0,4,5,5,5,8,7,5,2,5,3,4,2,3,5,5,4,4,0,0,5,5,4,0,8,"2"
"847",8,6,1,9,8,8,1,2,0,5,2,9,1,4,6,9,6,10,5,3,0,0,0,4,5,4,5,5,5,0,0,3,5,0,5,5,5,2,3,0,0,7,5,5,0,6,"3"
"848",7,3,0,7,4,6,0,1,0,5,1,5,0,3,5,8,4,10,4,0,2,0,0,5,1,5,6,5,3,1,0,1,1,0,0,1,4,2,3,2,2,2,0,1,0,5,"1"
"849",2,9,4,9,9,9,0,5,1,5,3,4,3,3,5,8,5,10,0,2,6,0,0,7,0,7,7,7,0,5,5,7,5,5,5,5,5,5,5,5,2,2,2,2,4,2,"1"
"850",5,6,2,10,10,9,0,5,0,5,3,9,0,0,6,10,4,10,5,5,0,0,0,2,5,8,8,2,0,0,5,2,5,5,5,5,5,5,5,5,0,0,0,0,0,6,"2"
"851",8,2,5,2,5,3,5,5,0,6,1,9,2,2,0,10,0,0,0,2,2,0,1,0,7,3,8,9,0,0,0,0,2,0,3,8,0,0,1,0,0,0,5,3,0,10,"2"
"852",5,4,0,0,9,10,0,2,10,2,2,10,0,2,5,10,2,10,5,7,0,0,0,0,3,3,4,0,3,0,8,5,5,0,0,3,4,0,7,0,0,2,2,7,0,0,"2"
"853",10,7,0,9,10,10,0,0,0,2,5,10,0,0,1,10,8,10,10,5,0,0,5,5,7,8,5,10,7,0,5,2,6,0,8,8,9,3,8,0,0,10,0,0,2,10,"3"
"854",4,8,3,8,7,5,2,4,3,5,6,7,6,6,6,7,4,6,0,0,1,1,2,1,1,2,7,10,5,6,3,10,2,1,1,2,1,2,2,1,0,0,3,3,5,0,"1"
"855",9,7,4,7,10,9,0,4,0,5,2,7,1,2,4,9,4,10,7,4,0,2,3,3,6,9,8,9,5,0,3,1,3,2,6,8,6,1,5,0,0,5,7,7,2,8,"3"
"856",6,4,0,10,7,9,0,2,0,4,4,9,4,5,7,9,8,10,6,4,4,0,7,1,7,8,8,8,4,0,2,7,8,3,8,8,5,5,7,0,0,7,4,3,3,6,"3"
"857",5,5,3,10,9,9,2,4,0,5,1,6,0,1,0,8,3,10,7,3,0,0,0,5,3,5,5,5,1,1,4,5,5,5,1,5,5,5,5,1,0,0,2,2,0,3,"1"
"858",5,5,2,10,10,10,1,4,0,5,5,6,2,5,4,8,3,9,8,6,2,4,0,3,4,8,7,2,3,0,6,7,8,3,0,6,3,4,7,2,0,0,5,5,0,3,"2"
"859",10,4,10,6,0,3,10,3,10,9,5,0,4,6,7,0,7,0,9,0,7,0,7,0,7,7,0,10,7,0,6,10,0,0,7,7,7,0,7,0,0,10,9,7,0,9,"2"
"860",7,4,0,10,10,8,0,3,0,5,5,6,0,0,3,10,2,10,4,5,0,2,3,0,6,0,0,3,5,0,8,4,8,0,8,8,8,0,8,0,0,7,4,3,6,10,"3"
"861",10,10,5,10,10,10,0,4,0,2,2,10,0,2,1,9,8,10,7,4,2,2,4,1,7,8,7,8,6,0,2,2,5,3,6,8,7,2,5,0,0,8,4,2,2,6,"3"
"862",7,9,1,10,10,10,0,5,0,4,5,8,1,3,4,9,7,10,8,7,0,1,5,1,7,5,9,9,7,0,4,5,5,3,6,7,5,3,3,0,0,4,1,3,3,6,"3"
"863",10,4,0,10,9,9,0,3,0,3,4,10,0,1,2,9,6,10,10,5,3,0,8,1,9,8,9,10,8,0,5,4,6,1,9,10,8,0,5,0,0,7,4,1,0,9,"3"
"864",10,5,0,9,7,7,0,3,0,1,3,10,2,5,7,10,7,10,4,8,0,0,8,0,6,10,8,10,4,0,2,3,7,0,8,6,4,0,3,0,0,4,4,3,0,3,"3"
"865",5,5,5,5,9,4,1,4,0,4,4,4,4,5,4,4,4,0,3,4,3,4,4,3,4,4,6,3,4,4,4,4,5,5,5,5,5,5,5,5,0,0,5,3,4,3,"2"
"866",8,3,0,5,1,1,0,1,0,5,5,10,1,7,7,7,4,10,10,0,0,0,2,5,2,5,10,10,2,0,1,0,5,5,5,5,5,5,5,0,0,5,0,1,0,1,"3"
"867",5,0,0,10,5,5,0,0,0,0,5,10,4,9,10,10,10,10,9,1,5,0,1,2,5,7,5,5,0,0,1,5,5,2,5,5,4,3,5,0,0,0,3,1,0,7,"3"
"868",5,5,10,5,5,5,10,10,10,10,10,10,0,0,10,10,10,10,10,5,0,6,5,10,9,7,10,7,8,9,10,10,5,10,6,6,6,10,10,9,7,0,10,8,10,5,"2"
"869",0,10,3,10,10,10,0,10,0,10,0,5,0,0,0,10,0,8,10,0,0,4,0,10,0,0,5,0,0,10,0,10,0,8,0,0,0,10,0,10,8,0,0,0,10,0,"1"
"870",7,7,1,10,8,8,1,5,0,2,2,8,1,1,7,9,4,10,8,9,0,0,6,1,7,9,10,8,3,0,6,8,9,1,8,9,5,1,5,0,0,4,3,8,1,6,"3"
"871",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,6,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,0,"2"
"872",6,0,0,8,7,5,0,0,0,5,7,10,2,2,7,10,5,10,0,0,0,0,1,0,1,2,5,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"1"
"873",1,10,6,5,6,10,5,10,0,5,5,5,5,0,3,10,8,7,8,2,5,0,3,5,5,5,3,5,2,0,0,5,5,5,5,5,5,2,2,5,5,0,0,2,6,0,"1"
"874",9,6,2,10,10,10,1,4,0,3,5,6,7,2,2,8,6,10,7,0,4,0,3,2,10,8,8,9,7,0,5,0,2,2,6,8,8,0,5,0,0,8,6,4,3,7,"3"
"875",8,3,4,6,8,7,1,3,0,7,2,7,1,4,4,8,4,10,7,2,5,0,1,8,6,2,5,6,7,0,7,6,0,0,0,0,7,0,4,0,0,4,5,5,0,2,"2"
"876",10,5,1,8,8,7,1,4,1,2,3,10,1,2,7,10,6,10,0,7,0,0,8,0,8,9,7,6,0,0,5,3,7,0,7,8,4,0,6,0,0,7,4,7,0,9,"3"
"877",9,5,0,9,10,9,0,3,0,1,4,9,3,5,6,8,7,10,7,8,0,2,8,0,6,10,10,8,6,2,5,7,7,0,9,5,5,0,5,0,0,8,6,5,8,9,"3"
"878",10,4,0,10,9,9,0,2,0,6,4,9,1,2,7,8,5,10,8,6,2,0,7,2,8,8,6,8,8,0,1,2,4,0,7,7,8,1,5,0,0,8,4,1,0,7,"3"
"879",10,8,0,10,10,8,0,2,0,3,2,9,1,3,7,9,4,10,4,7,0,0,10,0,8,8,10,10,8,0,3,0,6,0,8,8,7,2,5,0,0,5,4,3,0,6,"3"
"880",7,10,4,10,10,10,0,5,0,5,5,6,4,5,3,6,5,6,6,7,0,0,9,4,8,4,9,7,9,1,5,5,6,2,6,7,6,0,5,0,0,6,7,5,4,8,"3"
"881",8,4,0,8,8,8,0,2,0,6,6,9,2,3,7,9,8,10,2,3,0,0,5,2,7,8,9,8,7,0,2,0,5,0,7,7,7,0,5,0,0,7,5,3,0,7,"3"
"882",5,9,1,10,8,10,1,4,0,5,1,9,0,2,8,9,6,10,5,0,0,0,3,7,3,7,7,7,2,0,0,7,7,7,7,7,7,7,7,7,0,0,5,5,2,5,"2"
"883",9,5,0,10,8,8,0,0,0,4,2,6,0,5,6,9,4,10,6,4,0,0,5,5,5,10,10,10,5,0,5,5,5,5,5,8,8,3,5,0,0,8,5,5,0,8,"3"
"884",8,5,0,5,8,5,0,4,0,8,5,10,3,2,4,10,5,10,8,0,5,0,0,5,5,7,5,7,3,0,0,5,5,5,5,5,5,5,5,5,0,7,0,0,0,8,"2"
"885",8,5,1,9,8,7,9,4,0,6,2,9,1,4,8,9,5,10,8,7,1,1,9,1,8,8,10,9,7,1,7,2,6,0,8,9,6,2,4,0,0,8,7,8,2,9,"3"
"886",6,7,2,9,9,9,0,6,0,3,3,7,3,3,6,8,5,10,8,5,0,3,5,0,6,7,10,5,5,3,5,5,5,5,5,5,5,5,5,5,0,5,4,4,5,5,"2"
"887",10,4,0,10,10,9,0,3,0,2,4,8,1,4,6,8,5,10,6,8,0,0,5,6,9,7,10,8,9,0,4,3,5,5,5,5,5,5,5,5,0,9,6,3,1,8,"3"
"888",9,7,1,8,7,7,0,5,0,4,4,8,3,5,4,7,5,10,7,4,0,0,2,5,5,6,7,7,4,0,4,3,5,0,5,6,5,2,5,0,0,5,6,5,0,7,"3"
"889",4,7,4,8,8,7,3,4,1,4,5,6,3,4,6,7,5,7,5,4,3,4,4,4,4,6,7,5,4,3,4,5,4,5,5,4,4,4,6,3,3,4,4,4,4,4,"2"
"890",5,0,0,0,2,0,1,2,0,5,2,1,0,0,0,2,0,5,3,0,0,0,0,5,0,5,10,3,0,0,0,8,4,1,0,2,0,0,3,1,0,0,2,2,5,1,"1"
"891",0,0,10,10,10,10,0,0,0,10,0,10,0,0,0,10,10,10,4,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"892",6,5,2,10,10,10,0,5,0,5,1,10,0,2,8,10,5,10,6,3,0,0,5,0,8,5,5,5,6,0,6,0,5,5,5,5,5,5,5,5,0,7,4,5,7,10,"3"
"893",6,8,0,10,8,8,0,6,0,3,4,10,2,4,6,10,5,10,3,5,0,0,6,0,4,10,10,5,3,0,5,5,5,0,8,5,5,5,5,0,0,6,3,3,0,4,"3"
"894",5,9,0,10,10,9,2,5,2,8,6,5,0,5,7,8,7,10,5,5,5,0,0,8,0,3,5,0,10,5,5,10,0,0,0,5,8,8,5,5,5,5,5,5,0,3,"1"
"895",10,5,0,10,10,9,0,1,0,2,3,9,1,4,5,10,7,10,8,2,1,0,9,1,3,9,9,9,3,0,2,0,5,1,10,7,7,1,5,0,0,5,5,4,1,5,"3"
